"","country","SFTGcode","COW","risk_in_2017","risk_2017_18","anymk.ongoing","anymk.ever","reg.afr","reg.eap","reg.eur","reg.mna","reg.sca","countryage.ln","popsize.ln.combined","imr.sqrt","gdppcgrowth.combined","ios.iccpr1","includesnonstate","durable.ln","minorityrule","elf.ethnic","battledeaths.ln","candidaterestriction","partyban","judicialreform","religiousfreedom","pol_killing_approved","freemove_men4","freemove_women4","freediscussion","social_inequality","even_civilrights","repress_civilsoc","social_power_dist","tradeshare.ln.combined","coup.try.5yr","polity2.fl.2","polity2.fl.3"
"88","Kazakhstan","KZK",705,0.00476,0.006298,0,0,0,0,0,0,1,3.25809653802148,16.6975806017147,3.54964786985977,-0.000384483937115543,1,1,3.25809653802148,1,0.62,0,1,3,1,2,0,1,1,0.652180327354751,0,1,0,1,-2.27813912715153,0,0,0
"89","Ghana","GHA",452,0.003945,0.005744,0,0,1,0,0,0,0,4.0943445622221,17.153404207163,6.54217089351845,0.0179007323026852,1,1,2.77258872223978,0,0.67,0,1,4,2,4,0,1,1,0.878665438989964,0,1,0,0,-1.85695440645987,0,0,1
"90","Bosnia and Herzegovina","BOS",346,0.004039,0.005693,0,1,0,0,1,0,0,3.2188758248682,15.1283465393475,2.25831795812724,0.0262979136341581,1,1,0,0,0.63,0,1,4,1,4,0,1,1,0.810568743857256,0,0,0,1,-1.8768164813675,0,0,0
"91","Dominican Republic","DOM",42,0.004145,0.005566,0,1,0,0,0,0,0,5.02388052084628,16.1929586983193,5.06951674225463,0.0527574353609326,1,1,3.04452243772342,0,0.43,0,1,4,1,4,0,1,1,0.926069686841305,1,0,0,1,-2.39985158681861,0,0,1
"92","Nicaragua","NIC",93,0.004561,0.005236,0,1,0,0,0,0,0,5.18738580584075,15.6597809075567,4.33589667773576,0.0368163439029581,1,1,0,1,0.48,0,1,4,0,4,0,1,1,0.572593603442733,0,0,0,1,-1.79008164348706,0,0,1
"93","Canada","CAN",20,0.003795,0.005124,0,0,0,0,0,0,0,5.01063529409626,17.4028294738962,2.07364413533277,0.00291756138549149,1,1,4.85981240436167,0,0.71,0,1,4,1,4,0,1,1,0.965477795577568,0,0,0,0,-2.20863657124682,0,0,1
"94","Lebanon","LEB",660,0.003154,0.005058,0,0,0,0,0,1,0,4.30406509320417,15.6370968444817,2.66458251889485,0.0014212396367943,0,1,2.484906649788,1,0.13,0,1,4,1,4,0,1,0,0.732333494173795,0,0,0,0,-2.07917702709774,0,0,1
"95","Tunisia","TUN",616,0.003476,0.004689,0,0,0,0,0,1,0,4.11087386417331,16.25996658542,3.47850542618522,0.00122549019607843,1,1,1.09861228866811,0,0.04,4.29045944114839,1,4,2,3,0,1,1,0.85030921397845,0,1,0,0,-1.83206112561759,0,0,1
"96","Bolivia","BOL",145,0.003949,0.004681,0,0,0,0,0,0,0,5.25749537202778,16.214683729767,5.53172667437573,0.0249623052437595,1,1,3.55534806148941,0,0.74,0,1,4,1,4,0,1,1,0.788325918388166,0,0,0,1,-2.34999071030646,0,0,1
"97","Senegal","SEN",433,0.003335,0.004621,0,0,1,0,0,0,0,4.04305126783455,16.5558709486741,6.45755371638518,0.0400654129190514,1,1,2.83321334405622,0,0.69,0,1,4,2,4,0,1,1,0.894783119289256,0,1,0,0,-2.07487710381076,0,0,1
"98","Benin","BEN",434,0.003402,0.0043,0,0,1,0,0,0,0,4.04305126783455,16.2132819767932,8.01249024960405,0.0116767865483418,1,1,3.25809653802148,0,0.79,0,1,4,1,4,0,1,1,0.953249734626339,0,1,0,0,-2.09852567547559,0,0,1
"99","Armenia","ARM",371,0.004193,0.004044,0,0,0,0,1,0,0,3.25809653802148,14.9567411037854,3.54964786985977,0.00376884422110546,1,1,2.94443897916644,1,0.13,0,1,4,1,3,0,1,1,0.83065721026488,0,0,0,0,-2.03148319259096,0,1,0
"100","Swaziland","SWA",572,0.00404,0.003965,0,0,1,0,0,0,0,3.89182029811063,14.2632143385776,6.67083203206317,-0.0110018120631633,0,1,3.78418963391826,1,0.06,0,1,1,0,2,0,0,0,0.330351717658879,0,0,0,1,-1.71290086138356,0,0,0
"101","Georgia","GRG",372,0.00297,0.003804,0,1,0,0,1,0,0,3.25809653802148,15.1808771375833,3.25576411921994,0.0279466562070994,1,1,3.25809653802148,0,0.49,0,1,4,1,4,0,1,1,0.88239307695552,0,0,0,0,-1.705228216589,0,0,1
"102","Serbia","SRB",345,0.003168,0.003571,0,0,0,0,1,0,0,2.39789527279837,15.7927526412055,2.42899156029822,0.0328267925641783,1,1,2.39789527279837,0,0.57,0,1,4,1,4,0,1,1,0.796021131478811,0,0,0,1,-1.6586773483385,0,0,1
"103","Saudi Arabia","SAU",670,0.002951,0.003433,0,0,0,0,0,1,0,4.44265125649032,17.2871050627689,3.53553390593274,-0.00550935333179714,0,1,4.51085950651685,1,0.18,0,1,0,1,0,0,1,0,0.23952630288768,1,1,0,1,-2.25093418824257,0,0,0
"104","Israel","ISR",666,0.002171,0.003409,0,0,0,0,0,1,0,4.23410650459726,15.9783276068608,1.78885438199983,0.0241104352485109,0,1,3.58351893845611,0,0.34,0,1,4,1,3,0,1,0,0.800250217672509,0,1,0,0,-2.31181745958093,0,0,1
"105","Singapore","SIN",830,0.002685,0.00325,0,0,0,1,0,0,0,3.95124371858143,15.5709975281843,1.44913767461894,0.00104306362688122,0,1,3.95124371858143,0,0.39,0,1,4,1,3,0,1,1,0.314363991571305,0,1,0,1,-0.522630993925828,0,1,0
"106","Romania","RUM",360,0.002603,0.003177,0,1,0,0,1,0,0,4.9416424226093,16.7981770874678,3.11448230047949,-0.0796145797849044,1,1,3.04452243772342,0,0.31,0,1,4,1,4,0,1,1,0.952609742045403,0,1,0,0,-1.92856464510854,0,0,1
"107","Fiji","FJI",950,0.002999,0.003134,0,0,0,1,0,0,0,3.85014760171006,13.9331334287939,4.37035467668243,-0.00298174202210532,0,1,1.09861228866811,0,0.55,0,1,4,1,3,0,1,1,0.534447938128688,0,1,0,1,-2.00265188522652,0,1,0
"108","Botswana","BOT",571,0.002373,0.00312,0,0,1,0,0,0,0,3.93182563272433,14.7168122714226,5.89915248150105,0.0265964720361,0,1,3.93182563272433,0,0.41,0,0,4,1,4,0,1,1,0.796358984733856,0,0,0,0,-1.76739304240231,0,0,1
"109","Germany","GER",255,0.002743,0.003069,0,0,0,0,1,0,0,3.29583686600433,18.2193030167478,1.7606816861659,0.0089389566191358,1,1,3.29583686600433,0,0.17,0,1,4,1,4,0,1,1,0.976582349994647,0,1,0,0,-1.91964799159739,0,0,1
"110","South Korea","ROK",732,0.00222,0.002981,0,1,0,1,0,0,0,4.23410650459726,17.7467158865735,1.70293863659264,0.023643674255295,1,1,3.36729582998647,0,0,0,1,4,1,4,0,1,1,0.916847966678772,0,1,0,0,-2.00643669337893,0,0,1
"111","Poland","POL",290,0.002559,0.002918,0,1,0,0,1,0,0,4.59511985013459,17.4484937775529,2.12132034355964,0.0273409719478468,1,1,3.25809653802148,0,0.12,0,1,4,0,4,0,1,1,0.902214221112116,0,1,0,0,-1.73112590263504,0,0,1
"112","Spain","SPN",230,0.002373,0.002829,0,0,0,0,1,0,0,6.26339826259162,17.6496658223473,1.87082869338697,-0.0545302013422819,1,1,3.66356164612965,0,0.42,0,1,4,2,4,0,1,1,0.848852937313425,0,1,0,0,-2.23350817797895,0,0,1
"113","Japan","JPN",740,0.002023,0.002684,0,0,0,1,0,0,0,7.21303165983487,18.6514734141858,1.4142135623731,0.0117124618373579,0,1,4.17438726989564,0,0.01,0,1,4,1,4,0,1,1,0.926147529397124,0,1,0,0,-2.98229848822105,0,0,1
"114","Panama","PAN",95,0.002479,0.002572,0,0,0,0,0,0,0,4.7361984483945,15.2574359242303,3.82099463490856,0.0350329184487481,1,1,3.3322045101752,0,0.55,0,1,4,1,4,0,1,1,0.910525039869424,0,0,0,0,-1.88195115902152,0,0,1
"115","Chile","CHL",155,0.002191,0.002563,0,1,0,0,0,0,0,5.29330482472449,16.703976605895,2.64575131106459,0.00496719775070287,1,1,3.3322045101752,0,0.19,0,1,4,1,4,0,1,1,0.971162350251828,0,1,0,1,-2.36700654009519,0,0,1
"116","Bulgaria","BUL",355,0.002034,0.002535,0,1,0,0,1,0,0,4.93447393313069,15.8022336585285,3.04959013639538,0.0405123449634868,1,1,3.29583686600433,0,0.4,0,1,4,2,4,0,1,1,0.941333367077036,0,1,0,0,-1.50869843577098,0,0,1
"117","United Kingdom","UKG",200,0.002068,0.002521,0,0,0,0,1,0,0,6.17586727010576,17.9925827686334,1.87082869338697,0.0106583395700535,0,1,4.91998092582813,0,0.12,0,1,4,1,4,0,1,1,0.908007620530486,0,1,0,0,-2.30932009553302,0,0,1
"118","Australia","AUL",900,0.002026,0.0024,0,0,0,1,0,0,0,4.75359019110636,17.0020195410856,1.73205080756888,0.0100821003247924,1,1,4.75359019110636,0,0.09,0,1,4,1,4,0,1,1,0.961530254195654,0,0,0,0,-2.69780195611349,0,0,1
"119","Moldova","MLD",359,0.002501,0.002399,0,0,0,0,1,0,0,3.25809653802148,15.137662571099,3.68781778291716,0.0506374573532054,1,1,3.25809653802148,0,0.55,0,1,4,0,4,0,1,1,0.794309549442869,0,0,0,0,-1.59010989158086,0,0,1
"120","France","FRN",220,0.002068,0.002316,0,0,0,0,1,0,0,7.06817200038804,18.0116038996435,1.87082869338697,0.00806283811901798,1,1,3.87120101090789,0,0.1,0,1,4,2,4,0,1,1,0.981962409984676,0,1,0,0,-2.26371211853763,0,0,1
"121","Lesotho","LES",570,0.002209,0.002285,0,0,1,0,0,0,0,3.93182563272433,14.6979682379179,8.31865373723417,0.0206499661475965,1,1,2.70805020110221,0,0.26,0,1,4,1,4,0,1,1,0.710032515733716,0,1,0,0,-1.49376483977957,1,0,1
"122","Paraguay","PAR",150,0.002307,0.002235,0,0,0,0,0,0,0,5.32787616878958,15.7460331017655,4.18330013267038,0.0288139646102343,1,1,3.2188758248682,1,0.17,0,1,4,1,4,0,1,1,0.7007825640149,0,0,0,1,-1.95845809692673,0,0,1
"123","Timor-Leste","ETM",860,0.00193,0.002223,0,0,0,1,0,0,0,2.70805020110221,14.2149792462972,6.68580586017871,0.000573767242853263,0,1,2.70805020110221,0,0.9,0,1,4,1,4,0,1,1,0.846442107607236,0,1,0,0,-2.73780178940168,0,0,1
"124","Comoros","COM",581,0.001906,0.002211,0,0,1,0,0,0,0,3.73766961828337,13.8379491798834,7.42293742395825,0.00410316529894494,0,1,2.39789527279837,0,0,0,1,4,2,2,0,1,1,0.77469955039572,0,0,0,1,-2.28929814791339,0,0,1
"125","Croatia","CRO",344,0.002178,0.002202,0,0,0,0,1,0,0,3.25809653802148,15.289737484,1.89736659610103,0.0344415211671849,1,1,2.83321334405622,0,0.37,0,1,4,1,4,0,1,1,0.719473366942216,0,0,0,1,-1.78881693586523,0,0,1
"126","Italy","ITA",325,0.002065,0.002175,0,0,0,0,1,0,0,5.04985600724954,17.9141187135959,1.70293863659264,0.00911371960891749,1,1,4.23410650459726,0,0.11,0,1,4,1,4,0,1,1,0.962077966033069,0,1,0,0,-2.35094124780207,0,0,1
"127","Honduras","HON",91,0.002441,0.002165,0,0,0,0,0,0,0,5.18738580584075,16.0408687921826,4.17133072292284,0.0190716911764706,1,1,3.55534806148941,1,0.19,0,1,4,0,4,0,1,0,0.841424239465109,0,0,0,1,-1.73096065059423,0,0,1
"128","Jamaica","JAM",51,0.001982,0.001956,0,0,0,0,0,0,0,4.00733318523247,14.942902027517,3.67423461417477,0.00843288826423061,1,1,4.06044301054642,0,0.41,0,1,4,1,4,0,1,1,0.943042815141768,0,0,0,0,-2.02608558322033,0,0,1
"129","Hungary","HUN",310,0.001782,0.001955,0,1,0,0,1,0,0,5.12396397940326,16.1131779612624,2.30217288664427,0.0215812056586941,1,1,3.29583686600433,0,0.15,0,1,4,1,4,0,1,1,0.926122510600319,0,1,0,0,-1.17380852033802,0,0,1
"130","Namibia","NAM",565,0.001805,0.001943,0,0,1,0,0,0,0,3.29583686600433,14.8050390061562,5.72712842531054,-0.00919831223628687,1,1,3.29583686600433,0,0.63,0,1,4,1,4,0,1,1,0.876848390792637,0,1,0,1,-1.68281895942235,0,0,1
"131","Oman","OMA",698,0.001891,0.001917,0,0,0,0,0,1,0,5.90536184805457,15.3449453213975,3.14642654451045,-0.00574185896053481,0,1,4.0943445622221,1,0.44,0,1,0,1,2,0,1,0,0.209592249436864,0,1,0,1,-2.01892683999789,0,0,0
"132","El Salvador","SAL",92,0.001772,0.001889,0,1,0,0,0,0,0,5.17048399503815,15.6898219735679,3.79473319220206,0.0210706847972559,1,1,3.49650756146648,1,0.2,0,1,4,1,4,0,1,1,0.892203106810463,0,1,0,0,-2.08887039461888,0,0,1
"133","Mauritius","MAS",590,0.001663,0.001839,0,0,1,0,0,0,0,3.89182029811063,14.2115219578298,3.43511280746353,0.0324771345637769,1,1,3.89182029811063,0,0.46,0,0,4,1,3,0,1,1,0.921281154692077,0,0,0,1,-1.75313871598165,0,0,1
"134","Belarus","BLR",370,0.001681,0.001754,0,0,0,0,1,0,0,3.25809653802148,16.081595474319,1.84390889145858,-0.027970579094582,1,1,3.04452243772342,0,0.32,0,1,4,1,3,0,1,1,0.759502721370966,0,1,0,0,-1.49521376145496,0,0,0
"135","Belgium","BEL",211,0.001671,0.001697,0,0,0,0,1,0,0,5.23110861685459,16.2537772061555,1.81659021245849,0.00510991373858483,1,1,4.29045944114839,0,0.56,0,1,4,1,4,0,1,1,0.947347105582435,0,1,0,0,-1.20239712436533,0,0,1
"136","Czech Republic","CZR",316,0.001695,0.00163,0,0,0,0,1,0,0,3.17805383034795,16.1853552369313,1.67332005306815,0.0223281815192371,1,1,3.17805383034795,0,0.32,0,1,4,1,4,0,1,1,0.972086660326866,0,1,0,0,-1.29022746516086,0,0,1
"137","Switzerland","SWZ",225,0.001421,0.001592,0,0,0,0,1,0,0,6.5875500148248,15.9584741049008,1.84390889145858,0.00598607586700495,0,1,5.12989871492307,0,0.53,0,1,4,1,4,0,1,1,0.974859664937436,0,1,0,0,-1.53719229983881,0,0,1
"138","Albania","ALB",339,0.001521,0.001523,0,1,0,0,1,0,0,4.65396035015752,14.9412159710693,3.53553390593274,0.0308760390974696,1,1,2.99573227355399,0,0.22,0,1,4,1,4,0,1,1,0.794989311880295,0,1,0,0,-2.04925796364364,0,0,1
"139","Netherlands","NTH",210,0.001386,0.001276,0,0,0,0,1,0,0,6.10702288774225,16.6543014328408,1.78885438199983,0.0163217299795722,1,1,4.27666611901606,0,0.11,0,1,4,1,4,0,1,1,0.927714058841955,0,1,0,0,-1.27415753555815,0,0,1
"140","Solomon Islands","SOL",940,0.001349,0.001276,0,0,0,1,0,0,0,3.66356164612965,13.6273380555724,4.85798312059645,0.0216260129110392,0,1,2.56494935746154,0,0.11,0,1,4,1,3,0,1,0,0.80707261931257,0,0,0,0,-0.415967830307314,0,0,1
"141","Slovakia","SLO",317,0.001425,0.001262,0,0,0,0,1,0,0,3.17805383034795,15.5403365292614,2.40831891575846,0.0315492740191536,1,1,3.17805383034795,0,0.25,0,1,4,1,4,0,1,1,0.953120584417892,0,1,0,0,-1.07248825421637,0,0,1
"142","Greece","GRC",350,0.001379,0.001241,0,0,0,0,1,0,0,5.22035582507832,16.2045736519652,1.89736659610103,0.00586677531065383,1,1,3.73766961828337,0,0.16,0,1,4,1,3,0,1,1,0.968023112544248,0,1,0,0,-2.25479004935588,0,0,1
"143","Mongolia","MON",712,0.00124,0.001233,0,0,0,1,0,0,0,4.66343909411207,14.9886657510031,4.35889894354067,-0.00305233863003862,1,1,3.2188758248682,0,0.37,0,1,4,2,4,0,1,1,0.957654340509172,0,1,0,0,-1.78396440200681,0,0,1
"144","Latvia","LAT",367,0.001337,0.001187,0,0,0,0,1,0,0,3.25809653802148,14.5925349374812,2.62678510731274,0.0280760429501847,1,1,3.25809653802148,0,0.59,0,1,4,1,4,0,1,1,0.963538265950474,0,1,0,0,-1.54804387975265,0,0,1
"145","Trinidad and Tobago","TRI",52,0.001287,0.001119,0,0,0,0,0,0,0,4.00733318523247,14.2769529702599,4.26614580154031,-0.0496568690923216,1,1,4.00733318523247,0,0.65,0,1,4,1,4,0,1,1,0.920682869279137,0,1,0,1,-0.109199291964992,0,0,1
"146","Guyana","GUY",110,0.001323,0.001081,0,0,0,0,0,0,0,3.93182563272433,13.8161275748438,5.65685424949238,0.0205024476566632,1,1,3.2188758248682,0,0.62,0,0,4,1,4,0,1,1,0.95209310751822,0,1,0,1,-1.73267263707816,0,0,1
"147","Austria","AUS",305,0.001214,0.001073,0,0,0,0,1,0,0,4.59511985013459,15.9998030672921,1.70293863659264,0.00367933994871228,1,1,4.26267987704132,0,0.11,0,1,4,1,4,0,1,1,0.956287416820377,0,1,0,0,-1.72374128113636,0,0,1
"148","Macedonia","MAC",343,0.001299,0.00103,0,0,0,0,1,0,0,3.25809653802148,14.6464364878582,2.19089023002066,0.0221551597232446,1,1,2.70805020110221,1,0.5,0,1,4,0,3,0,1,1,0.745766718905114,0,1,0,1,-1.58933541391916,0,0,1
"149","Lithuania","LIT",368,0.001187,0.001013,0,0,0,0,1,0,0,3.25809653802148,14.9386850860977,1.81659021245849,0.0357213497369357,1,1,3.25809653802148,0,0.32,0,1,4,1,4,0,1,1,0.888426995853566,0,1,0,0,-1.31880530516155,0,0,1
"150","Portugal","POR",235,0.00119,0.001013,0,0,0,0,1,0,0,6.77308037565554,16.1628069664949,1.73205080756888,0.0172812328013208,1,1,3.71357206670431,0,0.05,0,1,4,1,4,0,1,1,0.967641153269273,0,1,0,0,-1.98697015221203,0,0,1
"151","New Zealand","NEW",920,0.001017,0.000994,0,0,0,1,0,0,0,4.70048036579242,15.4009264845694,2.16794833886788,0.0177904021527882,1,1,4.9416424226093,0,0.4,0,1,4,1,4,0,1,1,0.967256876270109,0,1,0,0,-2.45111870212804,0,0,1
"152","Montenegro","MNE",341,0.001178,0.0009899,0,0,0,0,1,0,0,2.39789527279837,13.6543166050187,2.07364413533277,0.0285263276581351,1,1,2.39789527279837,0,0.7,0,1,4,1,4,0,1,1,0.797508867776125,0,1,0,1,-1.70050444199189,0,0,1
"153","Costa Rica","COS",94,0.001149,0.0009877,0,0,0,0,0,0,0,5.27811465923052,15.4336613504709,2.91547594742265,0.030807783018868,1,1,4.58496747867057,0,0.24,0,1,4,1,4,0,1,1,0.983241324130667,0,1,0,0,-2.20194561580007,0,0,1
"154","Uruguay","URU",165,0.001175,0.0009711,0,0,0,0,0,0,0,5.25749537202778,15.1087619134342,2.94957624075052,0.0115924344112264,1,1,3.46573590279973,0,0.25,0,1,4,1,4,0,1,1,0.948995095625409,0,1,0,0,-2.68373169827502,0,0,1
"155","Cyprus","CYP",352,0.001156,0.0009702,0,0,0,0,1,0,0,4.04305126783455,14.14730874084,1.58113883008419,0.024591746129792,1,1,3.76120011569356,0,0.09,0,1,4,1,3,0,1,1,0.927493835658587,0,0,0,0,-1.45334749944645,0,0,1
"156","Sweden","SWD",380,0.001098,0.0009503,0,0,0,0,1,0,0,6.20253551718792,16.12396990073,1.54919333848297,0.0208678446530461,1,1,4.60517018598809,0,0.06,0,1,4,1,4,0,1,1,0.942222803263402,0,1,0,0,-1.92679003091252,0,0,1
"157","Estonia","EST",366,0.001111,0.0009315,0,0,0,0,1,0,0,3.25809653802148,14.2457854531374,1.51657508881031,0.0148507173322994,1,1,2.83321334405622,0,0.51,0,1,4,1,4,0,1,1,0.955528354081849,0,1,0,0,-1.27266793019946,0,0,1
"158","Finland","FIN",375,0.001053,0.000898,0,0,0,0,1,0,0,4.59511985013459,15.5516523828457,1.37840487520902,0.0109440928270041,1,1,4.29045944114839,0,0.13,0,1,4,1,4,0,1,1,0.953116121401778,0,1,0,0,-2.07632047611238,0,0,1
"159","Ireland","IRE",205,0.001007,0.0008475,0,0,0,0,1,0,0,4.55387689160054,15.4134496056649,1.73205080756888,0.0427377651202878,1,1,4.56434819146784,0,0.12,0,1,4,1,4,0,1,1,0.947745664861813,0,1,0,0,-0.885464714529263,0,0,1
"160","Norway","NOR",385,0.0009962,0.0008278,0,0,0,0,1,0,0,4.71849887129509,15.5050947785454,1.4142135623731,0.00120568770067497,1,1,4.27666611901606,0,0.06,0,1,4,1,4,0,1,1,0.952119895440403,0,1,0,0,-2.15888134693652,0,0,1
"161","Slovenia","SLV",349,0.001,0.0008079,0,0,0,0,1,0,0,3.25809653802148,14.6394407038862,1.44913767461894,0.0243615770915697,1,1,3.25809653802148,0,0.22,0,1,4,1,4,0,1,1,0.922418194142856,0,1,0,0,-1.32944397842937,0,0,1
"162","Denmark","DEN",390,0.0009664,0.0007879,0,0,0,0,1,0,0,6.95844839329766,15.5914428877139,1.70293863659264,0.00449498208682875,1,1,4.27666611901606,0,0.08,0,1,4,1,4,0,1,1,0.972258027825309,0,1,0,0,-1.72578682190446,0,0,1
