"","country","SFTGcode","COW","risk_in_2018","risk_2018_19","anymk.ongoing","anymk.ever","reg.afr","reg.eap","reg.eur","reg.mna","reg.sca","countryage.ln","popsize.ln.combined","imr.sqrt","gdppcgrowth.combined","ios.iccpr1","includesnonstate","durable.ln","minorityrule","elf.ethnic","battledeaths.ln","candidaterestriction","partyban","judicialreform","religiousfreedom","pol_killing_approved","freemove_men4","freemove_women4","freediscussion","social_inequality","even_civilrights","repress_civilsoc","social_power_dist","tradeshare.ln.combined","coup.try.5yr","polity2.fl.2","polity2.fl.3"
"55","Venezuela","VEN",101,0.01392,0.0152,0,0,0,0,0,0,0,5.23644196282995,17.2778779585161,3.59165699921359,-0.132867132867133,1,1,0,0,0.5,0,1,3,1,3,0,1,1,0.437722278140052,0,0,0,1,-1.51362116839082,0,1,0
"56","Togo","TOG",461,0.01028,0.01492,0,0,1,0,0,0,0,4.06044301054642,15.8892829392848,7.23187389270582,0.038496017435723,1,1,3.2188758248682,0,0.71,0,0,4,2,4,0,1,1,0.470350996118095,0,0,0,0,-1.73634948182413,0,1,0
"57","Nicaragua","NIC",93,0.01127,0.01472,0,1,0,0,0,0,0,5.19295685089021,15.6703169281826,4.33589667773576,0.0328596095849508,1,1,0.693147180559945,1,0.48,0,1,4,0,3,0,0,1,0.499842291518566,0,0,0,1,-1.77268857081471,0,0,1
"58","Laos","LAO",812,0.01093,0.0142,0,1,0,1,0,0,0,4.23410650459726,15.7649338054621,7.12039324756716,0.0491094872563526,0,1,3.76120011569356,0,0.51,0,1,0,1,2,0,0,0,0.0745608190334517,0,0,0,1,-2.032772781069,0,0,0
"59","Papua New Guinea","PNG",910,0.009563,0.01415,0,1,0,1,0,0,0,3.76120011569356,15.9441837193392,6.67083203206317,0.011575232751714,0,1,3.76120011569356,1,0.27,0,1,4,1,4,0,1,1,0.782887951713553,0,0,0,0,-0.648296614394594,0,1,0
"60","Brazil","BRA",140,0.008038,0.01362,0,0,0,0,0,0,0,5.26269018890489,19.1503081605671,3.82099463490856,0.00178593406000797,0,1,3.49650756146648,0,0.54,0,1,4,1,4,0,1,1,0.873850601055247,0,0,0,0,-3.26045605617676,0,0,1
"61","Mauritania","MAA",435,0.01049,0.01352,0,0,1,0,0,0,0,4.06044301054642,15.3439628953043,8.06845710157772,0.0219730915769336,0,1,2.19722457733622,1,0.62,0,1,3,1,0,0,1,0,0.635877503589614,0,0,0,1,-1.64111648844832,0,1,0
"62","Philippines","PHI",840,0.01307,0.01337,1,1,0,1,0,0,0,4.78749174278205,18.4609020668366,4.7116875957559,0.0474439865157785,1,1,3.43398720448515,1,0.24,7.21817683840341,1,4,1,4,0,1,1,0.676781064140092,0,0,0,1,-2.10847431736297,0,0,1
"63","Ecuador","ECU",130,0.01002,0.01232,0,0,0,0,0,0,0,5.23644196282995,16.6305408154707,4.28952211790544,0.0179591416199708,1,1,2.89037175789616,0,0.66,0,1,4,1,4,0,1,1,0.965325490100659,0,0,0,0,-2.66506395786493,0,1,0
"64","Sierra Leone","SIE",451,0.007801,0.01207,0,1,1,0,0,0,0,4.04305126783455,15.8588970434973,9.33273807625608,0.0272333047816187,1,1,2.77258872223978,0,0.82,0,0,4,1,4,0,1,1,0.908606392930654,0,0,0,0,-1.98320014467615,0,0,1
"65","Madagascar","MAG",580,0.0081,0.01198,0,0,1,0,0,0,0,4.06044301054642,17.0561584883857,5.9916608715781,0.0273383448662891,1,1,1.38629436111989,0,0.88,0,1,4,1,4,0,1,1,0.68319778726062,0,0,0,1,-2.05235486891301,0,0,1
"66","Gabon","GAB",481,0.007919,0.01189,0,0,1,0,0,0,0,4.06044301054642,14.6219573074896,6.00832755431992,0.00281479139535723,0,1,2.19722457733622,0,0.77,0,1,4,2,4,0,1,1,0.963364733051972,0,0,0,1,-2.11112427431164,0,1,0
"67","Eritrea","ERI",531,0.007093,0.01095,0,0,1,0,0,0,0,3.2188758248682,15.5938470068602,5.83952052826257,0,0,1,3.2188758248682,0,0.65,0,1,0,1,2,0,0,0,0.0775719256168359,0,1,1,1,-1.23304136862702,1,0,0
"68","The Gambia","GAM",420,0.008361,0.01039,0,0,1,0,0,0,0,3.97029191355212,14.6547524498355,6.92098258919931,0.021973092631679,1,1,0,0,0.79,0,0,4,2,4,0,1,1,0.674191555938678,0,1,0,1,-2.26967014151697,1,1,0
"69","Ghana","GHA",452,0.006817,0.0103,0,0,1,0,0,0,0,4.11087386417331,17.1752045612622,6.54217089351845,0.0620220942545383,1,1,2.83321334405622,0,0.67,0,1,4,2,4,0,1,1,0.890102608112151,0,0,0,0,-1.84160056150067,0,0,1
"70","Sri Lanka","SRI",780,0.007062,0.01028,0,1,0,0,0,0,1,3.8286413964891,16.8819174333417,2.89827534923789,0.0188741944755929,1,1,1.09861228866811,0,0.42,0,1,4,2,3,0,1,1,0.852834117750829,0,1,0,1,-2.45642800453284,0,0,1
"71","Kyrgyzstan","KYR",703,0.007562,0.01003,0,0,0,0,0,0,1,3.29583686600433,15.6678225731128,4.35889894354067,0.0306404139484875,1,1,1.94591014905531,0,0.68,0,1,4,1,2,0,1,1,0.707760917741206,0,0,0,1,-1.7127860630692,0,0,1
"72","Cambodia","CAM",811,0.009232,0.01001,0,1,0,1,0,0,0,4.17438726989564,16.5931110617907,4.9598387070549,0.048485420979348,0,1,0,1,0.21,0,1,3,0,3,0,1,1,0.254533242069648,0,1,0,1,-1.49791018473007,0,1,0
"73","Peru","PER",135,0.006842,0.009917,0,1,0,0,0,0,0,4.93447393313069,17.2837098416875,3.61939221417077,0.0141941388793165,1,1,2.83321334405622,0,0.66,0,1,4,1,4,0,1,1,0.863871633836876,0,0,0,1,-2.54846202455466,0,0,1
"74","Mexico","MEX",70,0.007194,0.009742,0,0,0,0,0,0,0,5.28320372873799,18.6683755256457,3.36154726279432,0.0102681885776021,1,1,3.04452243772342,1,0.54,0,1,4,1,4,0,1,1,0.851085954997827,0,0,0,0,-2.00847083628918,0,0,1
"75","Equatorial Guinea","EQG",411,0.007409,0.009688,0,1,1,0,0,0,0,3.91202300542815,14.2143270145587,8.25832912882503,-0.0317776649584995,1,1,3.89182029811063,1,0.35,0,1,3,1,3,0,0,0,0.0919618020503318,0,0,0,1,-1.79780180818087,0,0,0
"76","Colombia","COL",100,0.006496,0.009675,0,1,0,0,0,0,0,5.29330482472449,17.7034474045814,3.68781778291716,0.00812051838630847,1,1,4.11087386417331,0,0.6,0,1,4,1,4,0,1,1,0.725247659813538,0,0,0,1,-2.86574949506568,0,0,1
"77","Saudi Arabia","SAU",670,0.006088,0.009512,0,0,0,0,0,1,0,4.45434729625351,17.3072774231618,3.53553390593274,-0.0119036355622088,0,1,4.52178857704904,1,0.18,0,1,0,1,0,0,0,0,0.236655153371897,1,1,0,1,-2.25417593953332,0,0,0
"78","United Arab Emirates","UAE",696,0.005488,0.008906,0,0,0,0,0,1,0,3.85014760171006,16.0711302378659,2.42899156029822,0.000300757545715384,0,1,3.85014760171006,0,0.63,0,1,0,1,4,0,0,0,0.686865636627719,0,1,0,1,-1.14986341397189,0,0,0
"79","Zambia","ZAM",551,0.006331,0.008866,0,0,1,0,0,0,0,3.98898404656427,16.6579902995101,6.58027355054484,0.0265858656717466,1,1,2.83321334405622,0,0.78,0,1,4,1,4,0,1,1,0.738819183012801,0,0,0,0,-2.09378845767944,0,0,1
"80","United States of America","USA",2,0.006094,0.008327,0,0,0,0,0,0,0,5.45958551414416,19.5922260029619,2.36643191323985,0.0121618203453196,0,1,5.34233425196481,0,0.49,4.71849887129509,1,4,1,4,0,1,1,0.926254436027455,0,1,0,0,-3.15635557563899,0,0,1
"81","Kuwait","KUW",690,0.004586,0.008259,0,0,0,0,0,1,0,4.04305126783455,15.2811277747269,2.70185121722126,-0.0289478709767426,0,1,3.98898404656427,0,0.66,0,0,2,1,3,0,0,0,0.538753191562436,0,1,0,1,-1.79498198457512,0,0,0
"82","Senegal","SEN",433,0.005881,0.007891,0,0,1,0,0,0,0,4.06044301054642,16.583534603436,6.45755371638518,0.0482643211682006,1,1,2.89037175789616,0,0.69,0,1,4,1,3,0,1,1,0.924480943634909,0,0,0,0,-2.12169872750901,0,0,1
"83","Guatemala","GUA",90,0.00581,0.007455,0,1,0,0,0,0,0,5.18738580584075,16.647513750845,4.9295030175465,0.0160569456385966,1,1,3.09104245335832,1,0.51,0,1,4,1,4,0,1,1,0.784977124369864,1,0,0,1,-2.57649391911894,0,0,1
"84","Argentina","ARG",160,0.005612,0.007249,0,1,0,0,0,0,0,5.30826769740121,17.6011410692549,3.33166624979154,0.0168855224105702,1,1,3.55534806148941,0,0.26,0,1,4,1,4,0,1,1,0.954938645371695,0,0,0,0,-3.22141226637163,0,0,1
"85","Qatar","QAT",694,0.004349,0.007098,0,0,0,0,0,1,0,3.85014760171006,14.8620815458142,2.60768096208106,0.00674527938788224,0,1,3.85014760171006,1,0.75,0,0,1,1,1,0,0,0,0.163905236905497,1,1,0,1,-1.85970827843037,0,0,0
"86","Bhutan","BHU",760,0.006197,0.006784,0,0,0,0,0,0,1,4.89034912822175,13.8495072551588,5.21536192416212,0.0485178470029563,0,1,2.30258509299405,0,0.6,0,1,3,2,3,0,1,1,0.649372939349444,0,1,0,0,-2.05844547354579,0,1,0
"87","Azerbaijan","AZE",373,0.006243,0.006755,0,1,0,0,1,0,0,3.29583686600433,16.1179822282668,5.2820450584977,-0.0052213099159776,1,1,3.13549421592915,1,0.2,3.61091791264422,1,4,1,2,0,1,0,0.346544320955879,0,0,0,1,-1.84123101203554,0,0,0
"88","Cuba","CUB",40,0.005692,0.006703,0,1,0,0,0,0,0,5.01063529409626,16.2669339518964,2,-0.009,0,1,4.04305126783455,0,0.59,0,1,0,1,3,0,0,0,0.129765588346743,0,1,0,0,-2.97099811505619,0,0,0
"89","Malawi","MAW",553,0.004873,0.006632,0,1,1,0,0,0,0,3.98898404656427,16.7424797982986,6.58786763680024,0.025972512130153,1,1,3.17805383034795,0,0.67,0,0,4,1,4,0,1,0,0.693641386361574,0,1,0,1,-2.19247383292913,0,0,1
"90","Tunisia","TUN",616,0.004354,0.006504,0,0,0,0,0,1,0,4.12713438504509,16.2709771894001,3.47850542618522,0.00961664147681337,1,1,1.38629436111989,0,0.04,0,1,4,2,3,0,1,1,0.80010107577574,0,0,0,0,-1.73719666629635,0,0,1
"91","Lebanon","LEB",660,0.004615,0.006446,0,0,0,0,0,1,0,4.31748811353631,15.6491456713321,2.66458251889485,0.0101421870156827,0,1,2.56494935746154,0,0.13,4.26267987704132,1,4,1,4,0,1,0,0.739449053149689,0,0,0,1,-2.11891590246935,0,0,1
"92","Honduras","HON",91,0.006729,0.006437,0,0,0,0,0,0,0,5.19295685089021,16.0570153081709,4.17133072292284,0.0322533578964825,1,1,3.58351893845611,1,0.19,0,1,4,1,4,0,1,0,0.815452083629173,0,0,0,1,-1.71059219521032,0,1,0
"93","Kazakhstan","KZK",705,0.005157,0.006373,0,0,0,0,0,0,1,3.29583686600433,16.7109993769486,3.54964786985977,0.0259722680452316,1,1,3.29583686600433,1,0.62,0,1,3,1,2,0,1,1,0.610922327426527,0,1,0,1,-2.27813912715153,0,0,0
"94","Liberia","LBR",450,0.004211,0.006291,0,1,1,0,0,0,0,5.14166355650266,15.4087459611743,7.26636084983398,0.0136115849106333,0,1,2.484906649788,0,0.91,0,1,4,1,4,0,1,1,0.870234413146822,0,1,0,0,-1.52573246039035,0,0,1
"95","Dominican Republic","DOM",42,0.005084,0.00608,0,1,0,0,0,0,0,5.03043792139244,16.2037585844364,5.06951674225463,0.0303858802823693,1,1,3.09104245335832,0,0.43,0,1,4,1,4,0,1,1,0.926069686841305,1,0,0,1,-2.4182581317423,0,0,1
"96","Bosnia and Herzegovina","BOS",346,0.004913,0.005989,0,1,0,0,1,0,0,3.25809653802148,15.1257330086972,2.25831795812724,0.0182249696048499,1,1,0,0,0.63,0,1,4,1,4,0,1,1,0.807341866212985,0,0,0,1,-1.88633669299034,0,0,0
"97","Canada","CAN",20,0.00436,0.005637,0,0,0,0,0,0,0,5.01727983681492,17.4149056978068,2.07364413533277,0.0183526425624776,1,1,4.86753445045558,0,0.71,0,1,4,1,4,0,1,1,0.958540681286152,0,0,0,1,-2.2134684708207,0,0,1
